# y+ ()       
# Time        	patch         	min           	max           	average       
111.9         	bodyWall	5.942530e-02	5.271915e+00	1.584051e+00
112.2         	bodyWall	8.086393e-02	4.888788e+00	1.537909e+00
112.5         	bodyWall	2.873567e-02	4.050839e+00	1.420054e+00
112.8         	bodyWall	1.195410e-01	3.519597e+00	1.210703e+00
113.1         	bodyWall	3.846493e-02	3.364988e+00	1.095726e+00
113.4         	bodyWall	3.371469e-02	3.226799e+00	1.002391e+00
113.7         	bodyWall	5.882345e-02	3.174959e+00	1.011666e+00
114           	bodyWall	6.733112e-02	3.141804e+00	1.006246e+00
114.3         	bodyWall	7.943817e-02	3.098834e+00	1.011867e+00
114.6         	bodyWall	6.128375e-02	3.067381e+00	1.002839e+00
114.9         	bodyWall	2.560678e-02	3.066217e+00	9.845955e-01
115.2         	bodyWall	5.396994e-02	3.067641e+00	9.719872e-01
115.5         	bodyWall	6.280164e-02	3.093831e+00	9.467821e-01
115.8         	bodyWall	1.773026e-02	3.119171e+00	9.398547e-01
116.1         	bodyWall	8.017486e-02	3.144960e+00	9.739351e-01
116.4         	bodyWall	7.547833e-02	3.161816e+00	1.066025e+00
116.7         	bodyWall	7.850984e-02	3.418971e+00	1.186096e+00
117           	bodyWall	9.888387e-02	5.250061e+00	1.314501e+00
117.3         	bodyWall	1.097804e-01	7.051141e+00	1.677886e+00
117.6         	bodyWall	1.066897e-01	5.587978e+00	1.605691e+00
117.9         	bodyWall	5.628963e-02	5.632012e+00	1.678500e+00
118.2         	bodyWall	4.382319e-02	5.308282e+00	1.639621e+00
118.5         	bodyWall	2.134151e-02	4.505435e+00	1.517248e+00
118.8         	bodyWall	3.306960e-02	3.574054e+00	1.288110e+00
